Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
Reporter,Liverpool Institute for Performing Arts,United Kingdom,,,,,,
Reporter,Liverpool School of Tropical Medicine,United Kingdom,,,,,,
Reporter,London Academy of Music and Dramatic Art (LAMDA),United Kingdom,,,,,,
Reporter,London Business School,United Kingdom,,,,,,
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,,,,,,
Reporter,Luis Amigó Catholic University,Colombia,,,,,,
Reporter,Lutsk National Technical University,Ukraine,,,,,,
Reporter,Luxor University,Egypt,,,,,,
Reporter,Lyceum-Northwestern University,Philippines,,,,,,
Reporter,Maasai Mara University,Kenya,,,,,,
Reporter,Machakos University,Kenya,,,,,,
Reporter,Magtymguly Turkmen State University,Turkmenistan,,,,,,
Reporter,Mahatma Jyotiba Phule Rohilkhand University,India,,,,,,
Reporter,Malatya Turgut Ozal University,Turkey,,,,,,
Reporter,Malawi University of Science and Technology (MUST),Malawi,,,,,,
Reporter,Manila Central University,Philippines,,,,,,
Reporter,Maritime University of Szczecin,Poland,,,,,,
Reporter,M. Auezov South Kazakhstan University,Kazakhstan,,,,,,
Reporter,Medizinische Hochschule Hannover,Germany,,,,,,
Reporter,Middle East College,Oman,,,,,,
Reporter,Middle East University,Jordan,,,,,,
Reporter,Middle East University – Lebanon,Lebanon,,,,,,
Reporter,Midocean University,Comoros,,,,,,
Reporter,Millat Umidi University,Uzbekistan,,,,,,
Reporter,Minhaj University Lahore,Pakistan,,,,,,
Reporter,Misurata University,Libya,,,,,,
Reporter,"MNS University of Agriculture, Multan",Pakistan,,,,,,
Reporter,Muban Chombueng Rajabhat University,Thailand,,,,,,
Reporter,Mukogawa Women’s University,Japan,,,,,,
Reporter,Mulungushi University,Zambia,,,,,,
Reporter,Musashino University,Japan,,,,,,
Reporter,Myrat Garryyev State Medical University of Turkmenistan,Turkmenistan,,,,,,
Reporter,Nagoya University of Commerce & Business,Japan,,,,,,
Reporter,Nakhchivan State University,Azerbaijan,,,,,,
Reporter,Nakhon Ratchasima Rajabhat University,Thailand,,,,,,
Reporter,Namal University,Pakistan,,,,,,
Reporter,Namangan Engineering Construction Institute,Uzbekistan,,,,,,
Reporter,Namangan Institute of Engineering and Technology,Uzbekistan,,,,,,
Reporter,Namangan State University,Uzbekistan,,,,,,
Reporter,"Nasarawa State University, Keffi",Nigeria,,,,,,
Reporter,National Defence University - Pakistan,Pakistan,,,,,,
Reporter,National Film and Television School,United Kingdom,,,,,,
Reporter,National Polytechnic University of Armenia,Armenia,,,,,,
Reporter,National School of Artificial Intelligence (ENSIA),Algeria,,,,,,
Reporter,National Transport University,Ukraine,,,,,,
Reporter,National University Odessa Law Academy,Ukraine,,,,,,
Reporter,National University of Food Technologies,Ukraine,,,,,,
Reporter,National University of Pharmacy,Ukraine,,,,,,
Reporter,National University of Quilmes,Argentina,,,,,,
Reporter,"National University of Science and Technology, Oman",Oman,,,,,,
Reporter,National University of Technology,Pakistan,,,,,,
Reporter,National University Philippines,Philippines,,,,,,
Reporter,"National University, Sudan",Sudan,,,,,,
Reporter,National University “Yuri Kondratyuk Poltava Polytechnic”,Ukraine,,,,,,
Reporter,Navoi State University,Uzbekistan,,,,,,
Reporter,Nawroz University,Iraq,,,,,,
Reporter,Netaji Subhas University of Technology,India,,,,,,
Reporter,Niger Delta University,Nigeria,,,,,,
Reporter,Niigata University of Health and Welfare,Japan,,,,,,
Reporter,Nile University of Nigeria,Nigeria,,,,,,
Reporter,Northeast Ohio Medical University,United States,,,,,,
Reporter,Norwich University of the Arts,United Kingdom,,,,,,
Reporter,NSBM Green University,Sri Lanka,,,,,,
Reporter,Nueva Ecija University of Science and Technology (NEUST),Philippines,,,,,,
Reporter,Nukus Innovation Institute,Uzbekistan,,,,,,
Reporter,October 6 University,Egypt,,,,,,
Reporter,Odesa National Maritime University,Ukraine,,,,,,
Reporter,Odesa State University of Internal Affairs,Ukraine,,,,,,
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,,,,,,
Reporter,Oman Dental College,Oman,,,,,,
Reporter,Omar Al-Mukhtar University,Libya,,,,,,
Reporter,Oran Graduate School of Economics,Algeria,,,,,,
Reporter,ORT Uruguay University,Uruguay,,,,,,
Reporter,Ostrogradsky National University of Kremenchuk,Ukraine,,,,,,
Reporter,Osun State University,Nigeria,,,,,,
Reporter,Otemon Gakuin University,Japan,,,,,,
Reporter,Palestine Ahliya University,Palestine,,,,,,
Reporter,Palestine Polytechnic University,Palestine,,,,,,
Reporter,Palestine Technical University – Kadoorie,Palestine,,,,,,
Reporter,Panteion University of Social and Political Sciences,Greece,,,,,,
Reporter,Panthéon-Assas University (Paris 2),France,,,,,,
Reporter,Pavlo Tychyna Uman State Pedagogical University,Ukraine,,,,,,
Reporter,Peoples University of Medical & Health Sciences for Women - Shaheed Benazirabad,Pakistan,,,,,,
Reporter,Petroleum University of Technology,Iran,,,,,,
Reporter,Pharos University,Egypt,,,,,,
Reporter,Philadelphia University (Jordan),Jordan,,,,,,
Reporter,Philippine State College of Aeronautics,Philippines,,,,,,
Reporter,Plymouth Marjon University,United Kingdom,,,,,,
Reporter,Polis University,Albania,,,,,,
Reporter,Poltava State Medical University,Ukraine,,,,,,
Reporter,Pontificia Universidad Católica Madre y Maestra (PUCMM),Dominican Republic,,,,,,
Reporter,Positivo University,Brazil,,,,,,
Reporter,Presidency University,India,,,,,,
Reporter,PSB University Cambodia,Cambodia,,,,,,
Reporter,PUC-Campinas,Brazil,,,,,,
Reporter,Qaiwan International University,Iraq,,,,,,
Reporter,Queen Arwa University,Yemen,,,,,,
Reporter,Queen Margaret University,United Kingdom,,,,,,
Reporter,Quezon City University,Philippines,,,,,,
Reporter,Q University,Kazakhstan,,,,,,
Reporter,Rajarata University of Sri Lanka,Sri Lanka,,,,,,
Reporter,RAK Medical and Health Sciences University,United Arab Emirates,,,,,,
Reporter,Rawalpindi Medical University,Pakistan,,,,,,
Reporter,Regional Autonomous University of the Andes (UNIANDES),Ecuador,,,,,,
Reporter,Relizane University,Algeria,,,,,,
Reporter,Ritsumeikan Asia Pacific University (APU),Japan,,,,,,
Reporter,Rivers State University,Nigeria,,,,,,
Reporter,Rome Business School,Italy,,,,,,
Reporter,Rose Bruford College,United Kingdom,,,,,,
Reporter,Royal Academy of Dramatic Art (RADA),United Kingdom,,,,,,
Reporter,Royal Academy of Music,United Kingdom,,,,,,
Reporter,Royal Agricultural University,United Kingdom,,,,,,
Reporter,"Royal Central School of Speech and Drama, University of London",United Kingdom,,,,,,
Reporter,Royal College of Art,United Kingdom,,,,,,
Reporter,Royal College of Music,United Kingdom,,,,,,
Reporter,Royal Conservatoire of Scotland,United Kingdom,,,,,,
Reporter,Royal Northern College of Music,United Kingdom,,,,,,
Reporter,Saint Louis University (Philippines),Philippines,,,,,,
Reporter,"Saint Thomas University, Colombia",Colombia,,,,,,
Reporter,Sakon Nakhon Rajabhat University,Thailand,,,,,,
Reporter,Samarkand Institute of Economics and Service (SamISI),Uzbekistan,,,,,,
Reporter,Samarkand State Institute of Foreign Languages,Uzbekistan,,,,,,
Reporter,Samarkand State Medical University,Uzbekistan,,,,,,
Reporter,Samarkand State University,Uzbekistan,,,,,,
Reporter,Samsun University,Turkey,,,,,,
Reporter,Satya Wacana Christian University,Indonesia,,,,,,
Reporter,School of Higher Commercial Studies (EHEC Algiers),Algeria,,,,,,
Reporter,SDU University,Kazakhstan,,,,,,
Reporter,Sebha University,Libya,,,,,,
Reporter,SEGi University,Malaysia,,,,,,
Reporter,Senshu University,Japan,,,,,,
Reporter,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan,,,,,,
Reporter,"Shah Abdul Latif University, Khairpur",Pakistan,,,,,,
Reporter,Shaheed Benazir Bhutto Women University Peshawar,Pakistan,,,,,,
Reporter,Shaheed Mohtarma Benazir Bhutto Medical University,Pakistan,,,,,,
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,Pakistan,,,,,,
Reporter,Silesian University in Opava,Czechia,,,,,,
Reporter,SIMAD University,Somalia,,,,,,
Reporter,Simón Bolívar University (Colombia),Colombia,,,,,,
Reporter,Sir Syed University of Engineering and Technology,Pakistan,,,,,,
Reporter,Sisaket Rajabhat University,Thailand,,,,,,
Reporter,Sivas University of Science and Technology,Turkey,,,,,,
Reporter,Social Sciences University of Ankara,Turkey,,,,,,
Reporter,Sohar University,Oman,,,,,,
Reporter,Soran University,Iraq,,,,,,
Reporter,Southern Technical University,Iraq,,,,,,
Reporter,Sphinx University,Egypt,,,,,,
Reporter,Sri Balaji Vidyapeeth,India,,,,,,
Reporter,Sri Padmavati Mahila Visvavidyalayam (Women's University),India,,,,,,
Reporter,SR University,India,,,,,,
Reporter,State Energy Institute of Turkmenistan,Turkmenistan,,,,,,
Reporter,Stepan Gzhytskyi National University of Veterinary Medicine and Biotechnologies of Lviv,Ukraine,,,,,,
Reporter,"St Mary’s University College, Belfast",United Kingdom,,,,,,
Reporter,"St Mary’s University, Twickenham",United Kingdom,,,,,,
Reporter,Stranmillis University College,United Kingdom,,,,,,
Reporter,Sugiyama Jogakuen University,Japan,,,,,,
Reporter,Sulaimani Polytechnic University,Iraq,,,,,,
Reporter,Sumgayit State University,Azerbaijan,,,,,,
Reporter,Sumy State Pedagogical University named after A.S. Makarenko,Ukraine,,,,,,
Reporter,Tafila Technical University,Jordan,,,,,,
Reporter,Takushoku University,Japan,,,,,,
Reporter,Tarlac Agricultural University,Philippines,,,,,,
Reporter,Tarsus University,Turkey,,,,,,
Reporter,Tashkent Institute of Chemical Technology,Uzbekistan,,,,,,
Reporter,Tashkent Institute of Textile and Light Industry,Uzbekistan,,,,,,
Reporter,Tashkent International University of Financial Management and Technology (TIFT),Uzbekistan,,,,,,
Reporter,Tashkent Metropolitan University,Uzbekistan,,,,,,
Reporter,Tashkent Pediatric Medical Institute,Uzbekistan,,,,,,
Reporter,Tashkent Pharmaceutical Institute,Uzbekistan,,,,,,
Reporter,Tashkent State Dental Institute,Uzbekistan,,,,,,
Reporter,Tashkent State Pedagogical University named after Nizami,Uzbekistan,,,,,,
Reporter,Tashkent State Technical University,Uzbekistan,,,,,,
Reporter,Tashkent State Transport University,Uzbekistan,,,,,,
Reporter,Tashkent State University of Economics,Uzbekistan,,,,,,
Reporter,Tashkent State University of Law,Uzbekistan,,,,,,
Reporter,Tashkent State University of Oriental Studies,Uzbekistan,,,,,,
Reporter,Tata Institute of Fundamental Research,India,,,,,,
Reporter,T. C. Demiroğlu Bilim University,Turkey,,,,,,
Reporter,Teacher Education College of Setif,Algeria,,,,,,
Reporter,Technical University of Cotopaxi (UTC),Ecuador,,,,,,
Reporter,Technical University of Moldova,Moldova,,,,,,
Reporter,Tecmilenio University,Mexico,,,,,,
Reporter,Tecnológico de Costa Rica,Costa Rica,,,,,,
Reporter,Teerthanker Mahaveer University,India,,,,,,
Reporter,Termez Institute of Engineering and Technology,Uzbekistan,,,,,,
Reporter,The British University in Dubai,United Arab Emirates,,,,,,
Reporter,The Catholic University of Eastern Africa,Kenya,,,,,,
Reporter,The Continents States University,United States,,,,,,
Reporter,The Government Sadiq College Women University Bahawalpur,Pakistan,,,,,,
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,,,,,,
Reporter,The Islamic University,Iraq,,,,,,
Reporter,The LNM Institute of Information Technology,India,,,,,,
Reporter,The National University of Ostroh Academy,Ukraine,,,,,,
Reporter,The University of Haripur,Pakistan,,,,,,
Reporter,The University of Shiga Prefecture,Japan,,,,,,
Reporter,The Women University Multan,Pakistan,,,,,,
Reporter,The World Islamic Sciences and Education University (WISE),Jordan,,,,,,
Reporter,Thomas Adewumi University,Nigeria,,,,,,
Reporter,Tijuana Institute of Technology,Mexico,,,,,,
Reporter,Tishk International University,Iraq,,,,,,
Reporter,Tishreen University,Syria,,,,,,
Reporter,Tissemsilt University,Algeria,,,,,,
Reporter,Tohoku Gakuin University,Japan,,,,,,
Reporter,Tokyo University of Foreign Studies,Japan,,,,,,
Reporter,Trinity Laban Conservatoire of Music and Dance,United Kingdom,,,,,,
Reporter,Turan International University,Uzbekistan,,,,,,
Reporter,Turkmen Agricultural Institute,Turkmenistan,,,,,,
Reporter,Turkmen Agricultural University named after S.A. Niyazov,Turkmenistan,,,,,,
Reporter,Turkmen State Architecture and Construction Institute,Turkmenistan,,,,,,
Reporter,Turkmen State Institute of Economics and Management,Turkmenistan,,,,,,
Reporter,Turkmen State Institute of Finance,Turkmenistan,,,,,,
Reporter,Ubon Ratchathani University,Thailand,,,,,,
Reporter,UBT,Kosovo,,,,,,
Reporter,UNESC,Brazil,,,,,,
Reporter,Unichristus,Brazil,,,,,,
Reporter,United International University,Bangladesh,,,,,,
Reporter,Universiapolis – Université Internationale d’Agadir,Morocco,,,,,,
Reporter,Universidad Autónoma de Chiriquí,Panama,,,,,,
Reporter,Universidad Camilo José Cela,Spain,,,,,,
Reporter,Universidad Católica de Colombia,Colombia,,,,,,
Reporter,Universidad Católica de Cuenca,Ecuador,,,,,,
Reporter,Universidad Católica San Pablo,Peru,,,,,,
Reporter,Universidad César Vallejo,Peru,,,,,,
Reporter,Universidad del Magdalena,Colombia,,,,,,
Reporter,Universidad del Pacífico,Peru,,,,,,
Reporter,Universidad del Pacífico Ecuador,Ecuador,,,,,,
Reporter,Universidad de Pamplona,Colombia,,,,,,
Reporter,Universidade 11 de Novembro,Angola,,,,,,
Reporter,Universidade Agostinho Neto,Angola,,,,,,
Reporter,Universidade Cuíto Cuanavale,Angola,,,,,,
Reporter,Universidade de Luanda,Angola,,,,,,
Reporter,Universidade do Namibe,Angola,,,,,,
Reporter,Universidade José Eduardo dos Santos,Angola,,,,,,
Reporter,Universidade Katyavala Bwila,Angola,,,,,,
Reporter,Universidade Kimpa Vita,Angola,,,,,,
Reporter,Universidade Lueji A'Nkonde,Angola,,,,,,
Reporter,Universidade Mandume ya Ndemufayo,Angola,,,,,,
Reporter,Universidade Óscar Ribas,Angola,,,,,,
Reporter,Universidade Rainha Njinga a Mbande (URNM),Angola,,,,,,
Reporter,Universidad Estatal a Distancia,Costa Rica,,,,,,
Reporter,Universidade Técnica de Angola (UTANGA),Angola,,,,,,
Reporter,Universidad Internacional del Ecuador,Ecuador,,,,,,
Reporter,Universidad Manuela Beltrán,Colombia,,,,,,
Reporter,Universidad Mayor de San Simón,Bolivia,,,,,,
Reporter,Universidad Nacional Abierta y a Distancia (UNAD),Colombia,,,,,,
Reporter,Universidad Nacional Arturo Jauretche,Argentina,,,,,,
Reporter,Universidad Nacional de Chimborazo,Ecuador,,,,,,
Reporter,Universidad Nacional de Itapúa,Paraguay,,,,,,
Reporter,Universidad Nacional de Rafaela (UNRaf),Argentina,,,,,,
Reporter,Universidad Popular Autónoma del Estado de Puebla,Mexico,,,,,,
Reporter,Universidad Regional Amazónica Ikiam,Ecuador,,,,,,
Reporter,Universidad Tecnológica Centroamericana (UNITEC),Honduras,,,,,,
Reporter,Universidad Tecnológica de Bolívar,Colombia,,,,,,
Reporter,Universidad UTE,Ecuador,,,,,,
Reporter,Universita IULM,Italy,,,,,,
Reporter,Universitas Atma Jaya Yogyakarta,Indonesia,,,,,,
Reporter,Universitas Islam Sultan Agung,Indonesia,,,,,,
Reporter,Universitas Mercu Buana,Indonesia,,,,,,
Reporter,Universitas Pembangunan Nasional Veteran Jawa Timur (UPNVJT),Indonesia,,,,,,
Reporter,Universitas Pendidikan Ganesha (Undiksha),Indonesia,,,,,,
Reporter,Universitas Pendidikan Nasional (Undiknas),Indonesia,,,,,,
Reporter,Universitas Tanjungpura,Indonesia,,,,,,
Reporter,Université d’Ain Témouchent,Algeria,,,,,,
Reporter,Université d’Oran 2 Mohamed Ben Ahmed,Algeria,,,,,,
Reporter,Université du Littoral Côte d’Opale,France,,,,,,
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,Algeria,,,,,,
Reporter,University Center Morsli Abdellah of Tipaza,Algeria,,,,,,
Reporter,University Center of Barika,Algeria,,,,,,
Reporter,University Center of Illizi,Algeria,,,,,,
Reporter,University Centre of El-Bayadh,Algeria,,,,,,
Reporter,University Centre of Maghnia,Algeria,,,,,,
Reporter,University Centre of Naama,Algeria,,,,,,
Reporter,University College of Osteopathy,United Kingdom,,,,,,
Reporter,University College TATI,Malaysia,,,,,,
Reporter,University for the Creative Arts,United Kingdom,,,,,,
Reporter,"University of Agricultural Sciences, Bangalore",India,,,,,,
Reporter,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania,,,,,,
Reporter,University of Ahmed Draia,Algeria,,,,,,
Reporter,University of Al-Hamdaniya,Iraq,,,,,,
Reporter,University of Alkafeel,Iraq,,,,,,
Reporter,University of Al Maarif,Iraq,,,,,,
Reporter,University of Balochistan,Pakistan,,,,,,
Reporter,"University of Baltistan, Skardu",Pakistan,,,,,,
Reporter,University of Batna 1,Algeria,,,,,,
Reporter,University of Bechar,Algeria,,,,,,
Reporter,University of Benghazi,Libya,,,,,,
Reporter,University of Blida 2,Algeria,,,,,,
Reporter,University of Bogotá Jorge Tadeo Lozano,Colombia,,,,,,
Reporter,University of Greater Manchester,United Kingdom,,,,,,
Reporter,University of Buraimi,Oman,,,,,,
Reporter,University of Chichester,United Kingdom,,,,,,
Reporter,University of Constantine 3,Algeria,,,,,,
Reporter,University of Cross River State,Nigeria,,,,,,
Reporter,University of Cumbria,United Kingdom,,,,,,
Reporter,University of Cyberjaya,Malaysia,,,,,,
Reporter,University of Dubai,United Arab Emirates,,,,,,
Reporter,University of Eastern Philippines,Philippines,,,,,,
Reporter,VIZJA University,Poland,,,,,,
Reporter,University of Economics and Pedagogics,Uzbekistan,,,,,,
Reporter,University of Economics in Bratislava,Slovakia,,,,,,
Reporter,University of Economics – Varna,Bulgaria,,,,,,
Reporter,University of Educational Management,Ukraine,,,,,,
Reporter,University of Eldoret,Kenya,,,,,,
Reporter,University of El Oued,Algeria,,,,,,
Reporter,University of Fallujah,Iraq,,,,,,
Reporter,University of Franca,Brazil,,,,,,
Reporter,University of Garmian,Iraq,,,,,,
Reporter,University of Ghardaia,Algeria,,,,,,
Reporter,University of Hafr Al Batin,Saudi Arabia,,,,,,
Reporter,University of Halabja,Iraq,,,,,,
Reporter,University of Health Sciences Lahore,Pakistan,,,,,,
Reporter,University of Human Development,Iraq,,,,,,
Reporter,University of Information Technology and Communications,Iraq,,,,,,
Reporter,University of Jendouba,Tunisia,,,,,,
Reporter,University of Kabianga,Kenya,,,,,,
Reporter,University of Kairouan,Tunisia,,,,,,
Reporter,University of Kirkuk,Iraq,,,,,,
Reporter,University of Liberal Arts Bangladesh,Bangladesh,,,,,,
Reporter,University of Magallanes,Chile,,,,,,
Reporter,University of Maiduguri,Nigeria,,,,,,
Reporter,University of Medea,Algeria,,,,,,
Reporter,University of Misan,Iraq,,,,,,
Reporter,University of Mohamed Lamine Debaghin Setif 2,Algeria,,,,,,
Reporter,University of Monterrey,Mexico,,,,,,
Reporter,University of National and World Economy,Bulgaria,,,,,,
Reporter,University of North Carolina Wilmington,United States,,,,,,
Reporter,University of Okara,Pakistan,,,,,,
Reporter,University of Petra,Jordan,,,,,,
Reporter,University of Poonch Rawalakot,Pakistan,,,,,,
Reporter,"University of Professional Studies, Accra",Ghana,,,,,,
Reporter,University of Puthisastra,Cambodia,,,,,,
Reporter,University of Raparin,Iraq,,,,,,
Reporter,University of Saint Joseph,Macao,,,,,,
Reporter,University of San Martín de Porres,Peru,,,,,,
Reporter,University of Santander,Colombia,,,,,,
Reporter,University of Science and Technology of Southern Philippines (USTP),Philippines,,,,,,
Reporter,University of Sopron,Hungary,,,,,,
Reporter,University of Souk Ahras,Algeria,,,,,,
Reporter,University of Suffolk,United Kingdom,,,,,,
Reporter,University of Swat,Pakistan,,,,,,
Reporter,University of Tamanghasset,Algeria,,,,,,
Reporter,"University of Technology, Mauritius",Mauritius,,,,,,
Reporter,University of Telafer,Iraq,,,,,,
Reporter,University of the Arts London,United Kingdom,,,,,,
Reporter,University of the Highlands and Islands,United Kingdom,,,,,,
Reporter,University of the Humanities,Mongolia,,,,,,
Reporter,University of the Immaculate Conception,Philippines,,,,,,
Reporter,University of the Thai Chamber of Commerce,Thailand,,,,,,
Reporter,University of Tripoli,Libya,,,,,,
Reporter,University of Turkish Aeronautical Association,Turkey,,,,,,
Reporter,University of Vale do Itajaí,Brazil,,,,,,
Reporter,University of Wah,Pakistan,,,,,,
Reporter,University of Wales Trinity Saint David,United Kingdom,,,,,,
Reporter,University of Warith Alanbiyaa,Iraq,,,,,,
Reporter,University of Western São Paulo (UNOESTE),Brazil,,,,,,
Reporter,University of Zakho,Iraq,,,,,,
Reporter,University of Zawia,Libya,,,,,,
Reporter,Urgench State University,Uzbekistan,,,,,,
Reporter,Uruk University,Iraq,,,,,,
Reporter,Uzbekistan State University of World Languages,Uzbekistan,,,,,,
Reporter,Uzbek State University of Physical Culture and Sport,Uzbekistan,,,,,,
Reporter,Valahia University of Targoviste,Romania,,,,,,
Reporter,Valley View University,Ghana,,,,,,
Reporter,Van Lang University,Vietnam,,,,,,
Reporter,Varendra University,Bangladesh,,,,,,
Reporter,Varna University of Management,Bulgaria,,,,,,
Reporter,"Veritas University, Abuja",Nigeria,,,,,,
Reporter,"Vikrant University, Gwalior",India,,,,,,
Reporter,Vila Velha University,Brazil,,,,,,
Reporter,Visayas State University,Philippines,,,,,,
Reporter,Vistula University,Poland,,,,,,
Reporter,Wachemo University,Ethiopia,,,,,,
Reporter,Westcliff University,United States,,,,,,
Reporter,Western Caspian University,Azerbaijan,,,,,,
Reporter,West Ukrainian National University,Ukraine,,,,,,
Reporter,West Virginia University,United States,,,,,,
Reporter,Women University Mardan,Pakistan,,,,,,
Reporter,Wrexham University,United Kingdom,,,,,,
Reporter,WSB Academy,Poland,,,,,,
Reporter,Yachay University for Experimental Technology and Research (Yachay Tech),Ecuador,,,,,,
Reporter,Yagshigeldi Kakayev International University of Oil and Gas,Turkmenistan,,,,,,
Reporter,Yaroslav Mudryi National Law University,Ukraine,,,,,,
Reporter,Yerevan State Medical University after Mkhitar Heratsi,Armenia,,,,,,
Reporter,York St John University,United Kingdom,,,,,,
Reporter,Zarqa University,Jordan,,,,,,
Reporter,Zaytoonah International University,Syria,,,,,,
Reporter,Zetech University,Kenya,,,,,,
Reporter,Zhetysu University,Kazakhstan,,,,,,
Reporter,Zhytomyr Ivan Franko State University,Ukraine,,,,,,
Reporter,Zhytomyr Polytechnic State University,Ukraine,,,,,,
Reporter,Ziane Achour University of Djelfa,Algeria,,,,,,
Reporter,Ziauddin University,Pakistan,,,,,,
1,University of Oxford,United Kingdom,98.5,96.8,100.0,98.8,99.6,97.3
2,Massachusetts Institute of Technology,United States,98.1,99.2,96.0,99.7,100.0,93.8
3,Harvard University,United States,97.7,97.3,99.9,99.3,85.7,90.1
4,Princeton University,United States,97.5,98.3,98.0,98.9,96.9,87.4
5,University of Cambridge,United Kingdom,97.4,95.9,99.9,97.6,88.4,97.1
6,Stanford University,United States,97.2,97.5,97.3,99.6,100.0,85.1
7,California Institute of Technology,United States,96.3,95.2,97.5,97.3,100.0,89.7
8,"University of California, Berkeley",United States,94.5,87.2,98.9,99.0,99.5,86.4
9,Imperial College London,United Kingdom,94.4,89.3,94.9,98.5,90.8,98.3
10,Yale University,United States,94.1,93.7,95.0,97.8,86.5,82.3
11,ETH Zurich,Switzerland,93.0,87.3,97.2,95.1,84.0,95.3
12,Tsinghua University,China,92.5,95.4,98.4,93.5,100.0,49.8
13,Peking University,China,92.0,94.9,97.7,88.2,99.9,70.1
=14,The University of Chicago,United States,90.9,88.4,90.0,97.4,86.2,81.1
=14,University of Pennsylvania,United States,90.9,87.1,90.7,96.9,98.3,79.3
16,Johns Hopkins University,United States,90.7,83.7,91.3,97.3,100.0,83.6
17,National University of Singapore,Singapore,89.9,78.4,93.6,95.7,100.0,91.9
=18,Columbia University,United States,89.8,86.4,88.8,96.9,75.9,85.4
=18,"University of California, Los Angeles",United States,89.8,84.9,92.1,96.6,89.0,73.4
20,Cornell University,United States,89.2,83.2,91.1,96.8,69.5,85.5
21,University of Toronto,Canada,88.3,76.2,93.5,93.4,94.9,91.8
=22,UCL,United Kingdom,87.7,77.6,86.2,98.4,74.9,97.7
=22,University of Michigan-Ann Arbor,United States,87.7,84.3,88.8,95.4,82.5,68.2
24,Carnegie Mellon University,United States,85.7,73.1,85.1,99.0,85.4,84.2
25,University of Washington,United States,83.8,74.6,81.3,98.0,84.7,72.1
1,University of Oxford,United Kingdom,98.5,96.8,100.0,98.8,99.6,97.3
2,Massachusetts Institute of Technology,United States,98.1,99.2,96.0,99.7,100.0,93.8
3,Harvard University,United States,97.7,97.3,99.9,99.3,85.7,90.1
4,Princeton University,United States,97.5,98.3,98.0,98.9,96.9,87.4
5,University of Cambridge,United Kingdom,97.4,95.9,99.9,97.6,88.4,97.1
6,Stanford University,United States,97.2,97.5,97.3,99.6,100.0,85.1
7,California Institute of Technology,United States,96.3,95.2,97.5,97.3,100.0,89.7
8,"University of California, Berkeley",United States,94.5,87.2,98.9,99.0,99.5,86.4
9,Imperial College London,United Kingdom,94.4,89.3,94.9,98.5,90.8,98.3
10,Yale University,United States,94.1,93.7,95.0,97.8,86.5,82.3
11,ETH Zurich,Switzerland,93.0,87.3,97.2,95.1,84.0,95.3
12,Tsinghua University,China,92.5,95.4,98.4,93.5,100.0,49.8
13,Peking University,China,92.0,94.9,97.7,88.2,99.9,70.1
=14,The University of Chicago,United States,90.9,88.4,90.0,97.4,86.2,81.1
=14,University of Pennsylvania,United States,90.9,87.1,90.7,96.9,98.3,79.3
16,Johns Hopkins University,United States,90.7,83.7,91.3,97.3,100.0,83.6
17,National University of Singapore,Singapore,89.9,78.4,93.6,95.7,100.0,91.9
=18,Columbia University,United States,89.8,86.4,88.8,96.9,75.9,85.4
=18,"University of California, Los Angeles",United States,89.8,84.9,92.1,96.6,89.0,73.4
20,Cornell University,United States,89.2,83.2,91.1,96.8,69.5,85.5
21,University of Toronto,Canada,88.3,76.2,93.5,93.4,94.9,91.8
=22,UCL,United Kingdom,87.7,77.6,86.2,98.4,74.9,97.7
=22,University of Michigan-Ann Arbor,United States,87.7,84.3,88.8,95.4,82.5,68.2
24,Carnegie Mellon University,United States,85.7,73.1,85.1,99.0,85.4,84.2
25,University of Washington,United States,83.8,74.6,81.3,98.0,84.7,72.1
1,University of Oxford,United Kingdom,98.5,96.8,100.0,98.8,99.6,97.3
2,Massachusetts Institute of Technology,United States,98.1,99.2,96.0,99.7,100.0,93.8
3,Harvard University,United States,97.7,97.3,99.9,99.3,85.7,90.1
4,Princeton University,United States,97.5,98.3,98.0,98.9,96.9,87.4
5,University of Cambridge,United Kingdom,97.4,95.9,99.9,97.6,88.4,97.1
6,Stanford University,United States,97.2,97.5,97.3,99.6,100.0,85.1
7,California Institute of Technology,United States,96.3,95.2,97.5,97.3,100.0,89.7
8,"University of California, Berkeley",United States,94.5,87.2,98.9,99.0,99.5,86.4
9,Imperial College London,United Kingdom,94.4,89.3,94.9,98.5,90.8,98.3
10,Yale University,United States,94.1,93.7,95.0,97.8,86.5,82.3
11,ETH Zurich,Switzerland,93.0,87.3,97.2,95.1,84.0,95.3
12,Tsinghua University,China,92.5,95.4,98.4,93.5,100.0,49.8
13,Peking University,China,92.0,94.9,97.7,88.2,99.9,70.1
=14,The University of Chicago,United States,90.9,88.4,90.0,97.4,86.2,81.1
=14,University of Pennsylvania,United States,90.9,87.1,90.7,96.9,98.3,79.3
16,Johns Hopkins University,United States,90.7,83.7,91.3,97.3,100.0,83.6
17,National University of Singapore,Singapore,89.9,78.4,93.6,95.7,100.0,91.9
